,GithubID,Year,FullPath,Codesnippet,CWE,isTrueVulnerable,Codesnippet5
3154,2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path + util_strlen(ptr_path), ""/"");",120,1,"                    util_strcpy(ptr_path + util_strlen(ptr_path), pid);
                    util_strcpy(ptr_path + util_strlen(ptr_path), ""/fd"");
                    util_strcpy(ptr_path + util_strlen(ptr_path), ""/"");
                    util_strcpy(ptr_path + util_strlen(ptr_path), fd_str);
                    if (readlink(path, exe, PATH_MAX) == -1)
"
3155,2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path + util_strlen(ptr_path), fd_str);",120,1,"                    util_strcpy(ptr_path + util_strlen(ptr_path), ""/fd"");
                    util_strcpy(ptr_path + util_strlen(ptr_path), ""/"");
                    util_strcpy(ptr_path + util_strlen(ptr_path), fd_str);
                    if (readlink(path, exe, PATH_MAX) == -1)
                        continue;
"
3165,2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"if(argc == 2) { memset(ldserver, 0, sizeof(ldserver)); strcpy(ldserver, argv[1]); }",120,1,"void processCmd(int argc, unsigned char * argv[]) {
  if(strstr(argv[0], decode(""~-6mvgmv""))) { //LDSERVER - gets loader server for everything
      if(argc == 2) { memset(ldserver, 0, sizeof(ldserver)); strcpy(ldserver, argv[1]); }
    // printf(""SUCCESSFULLY LOADED LOADER SERVER %s\n"", ldserver);
  }
"
3167,2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"strcpy(addr.sun_path, name);",120,1,"    /* fill in socket address structure */
    addr.sun_family = AF_UNIX;
    strcpy(addr.sun_path, name);
    len = offsetof(struct sockaddr_un, sun_path) + strlen(name);

"
3187,2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"strcpy(params[paramsCount], pch);",120,1,"                                    params[paramsCount] = (unsigned char *)malloc(strlen(pch) + 1);
                                    memset(params[paramsCount], 0, strlen(pch) + 1);
                                    strcpy(params[paramsCount], pch);
                                    paramsCount++;
                            }
"
3193,2021\enemy\servertor.c,Dataset Download,../../Dataset Download/2021\enemy\servertor.c,"strcpy(wot, msg);",120,1,"        char *wot = malloc(strlen(msg) + 10);
        memset(wot, 0, strlen(msg) + 10);
        strcpy(wot, msg);
        trim(wot);
        time_t rawtime;
"
3199,2021\enemy\servertor.c,Dataset Download,../../Dataset Download/2021\enemy\servertor.c,"strcpy(clients->arch, arch);",120,1,"                    {
                        char *arch = strtok(buf, "" "")+sizeof(arch)-3;
                        strcpy(clients->arch, arch);
                        strcpy(clients[datafd].arch, arch);
                    }
"
3200,2021\enemy\servertor.c,Dataset Download,../../Dataset Download/2021\enemy\servertor.c,"strcpy(clients[datafd].arch, arch);",120,1,"                        char *arch = strtok(buf, "" "")+sizeof(arch)-3;
                        strcpy(clients->arch, arch);
                        strcpy(clients[datafd].arch, arch);
                    }
						
"
3295,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\generalFunctions.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\generalFunctions.cpp,"strcpy( combinedData.timestamp, now );",120,1,"    char now[30];
    getTextFormatTimeinMilliseconds(now);
    strcpy( combinedData.timestamp, now );

    // Data will be generated for a single arbitrary defined MAC address.
"
3298,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactData.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactData.cpp,"strcpy( buffer[index].timestamp, now );",120,1,"            char now[30];
            getTextFormatTimeinMilliseconds( now );
            strcpy( buffer[index].timestamp, now );
            
            //printCombinedWiFiDeviceData( buffer[index] );
"
3299,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactFileSystem.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactFileSystem.cpp,"strcpy( g_espConfigData.ssid, configJsonObj[""ssid""] );",120,1,"    configJsonObj = getConfigFile( SPIFFS, configDynJsonDoc, path_to_file );
#endif
    strcpy( g_espConfigData.ssid, configJsonObj[""ssid""] );
    strcpy( g_espConfigData.pswd, configJsonObj[""pswd""] );
    g_espConfigData.am_i_master = configJsonObj[""am_i_master""];
"
3300,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactFileSystem.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactFileSystem.cpp,"strcpy( g_espConfigData.pswd, configJsonObj[""pswd""] );",120,1,"#endif
    strcpy( g_espConfigData.ssid, configJsonObj[""ssid""] );
    strcpy( g_espConfigData.pswd, configJsonObj[""pswd""] );
    g_espConfigData.am_i_master = configJsonObj[""am_i_master""];
    g_espConfigData.rssi_1m = configJsonObj[""RSSI_1m""];
"
3301,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactLoRa.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactLoRa.cpp,"strcpy( WiFiDevicePayload.mac, incomingPayload.substring(pos1 + 1, pos2).c_str() );",120,1,"
        WiFiDevicePayload.packetID = (uint32_t) strtoul( incomingPayload.substring(0, pos1).c_str(), NULL, 0 );   // packetID
        strcpy( WiFiDevicePayload.mac, incomingPayload.substring(pos1 + 1, pos2).c_str() );                       // MAC Address
        WiFiDevicePayload.rssi = (int8_t) incomingPayload.substring(pos2 + 1, pos3).toInt();                      // RSSI

"
3303,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactNTP.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactNTP.cpp,"strcpy( arr_ms_frac, uint64_to_string( ms_frac ).c_str() );",120,1,"    ms_frac = (uint64_t) tv.tv_usec / 1000LL;
    char arr_ms_frac[4] = {0};
    strcpy( arr_ms_frac, uint64_to_string( ms_frac ).c_str() );
    strcat( buf, arr_ms_frac );

"
3306,2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactNTP.cpp,Dataset Download,../../Dataset Download/2021\ESP32WiFiSnifferApp\ESP32WiFiSnifferApp\src\interactNTP.cpp,"strcpy( arr_us_frac, uint64_to_string( us_frac ).c_str() );",120,1,"    us_frac = (uint64_t) tv.tv_usec;
    char arr_us_frac[4] = {0};
    strcpy( arr_us_frac, uint64_to_string( us_frac ).c_str() );
    strcat( buf, arr_us_frac );

"
3345,2021\fusor-node-connector\src\NodeConnector.cpp,Dataset Download,../../Dataset Download/2021\fusor-node-connector\src\NodeConnector.cpp,"strcpy(_timeStampBuff, hubClient.timeStamp);",120,1,"
  if (hubClient.timeStamp[0])
    strcpy(_timeStampBuff, hubClient.timeStamp);
  else
    _timeStampBuff[0] = '\0';
"
3346,2021\fusor-node-connector\src\NodeConnector.cpp,Dataset Download,../../Dataset Download/2021\fusor-node-connector\src\NodeConnector.cpp,"strcpy((char *)_postUrl, _hubAddress);",120,1,"  size_t urlSize = strlen(_hubAddress) + strlen(ENDPOINT_NODE) + strlen(nodeId) + strlen(ENDPOINT_PARAM_BATCH) + 1;
  _postUrl = (const char *)new char[urlSize];
  strcpy((char *)_postUrl, _hubAddress);
  strcat((char *)_postUrl, ENDPOINT_NODE);
  strcat((char *)_postUrl, nodeId);
"
3350,2021\fusor-node-connector\src\HubClient\HubClient.cpp,Dataset Download,../../Dataset Download/2021\fusor-node-connector\src\HubClient\HubClient.cpp,"strcpy(ip, ""-"");",120,1,"  }

  strcpy(ip, ""-"");

  return false;
"
3351,2021\fusor-node-connector\src\SyncInOptions\SyncInOptions.cpp,Dataset Download,../../Dataset Download/2021\fusor-node-connector\src\SyncInOptions\SyncInOptions.cpp,"strcpy(url, (char *)baseUrl);",120,1,"    char *url = new char[urlLen];

    strcpy(url, (char *)baseUrl);
    strcat(url, HUB_REQUEST_PATH);

"
3355,2021\fusor-state-machine\src\StateMachine.cpp,Dataset Download,../../Dataset Download/2021\fusor-state-machine\src\StateMachine.cpp,"strcpy(buff, actionId);",120,1,"  char *pluginId, *pluginActionId;
  char buff[strlen(actionId) + 1];
  strcpy(buff, actionId);
  pluginId = strtok(buff, ""."");
  pluginActionId = strtok(NULL, """");
"
3360,2021\fusor-state-machine\src\keycreate\keycreate.cpp,Dataset Download,../../Dataset Download/2021\fusor-state-machine\src\keycreate\keycreate.cpp,"strcpy(buff, name);",120,1,"{
    char *buff = new char[strlen(name) + 1];
    strcpy(buff, name);
    return buff;
}
"
3362,2021\fusor-state-machine\test\test.cpp,Dataset Download,../../Dataset Download/2021\fusor-state-machine\test\test.cpp,"strcpy(_jsonBuff, ""{\""v\"":"");",120,1,"JsonVariant makeVariant(const char *json)
{
  strcpy(_jsonBuff, ""{\""v\"":"");
  strcat(_jsonBuff, json);
  strcat(_jsonBuff, ""}"");
"
3377,2021\fusor-wifi-configurator\src\WifiConfigurator.cpp,Dataset Download,../../Dataset Download/2021\fusor-wifi-configurator\src\WifiConfigurator.cpp,"strcpy(buff, value);",120,1,"{
  char *buff = new char[strlen(value)];
  strcpy(buff, value);
  return buff;
}
"
3494,2021\haas-mini-program\adapter\platform\linux\network\amp_udp.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\adapter\platform\linux\network\amp_udp.c,"strcpy((char *)p_remote->addr, inet_ntoa(addr.sin_addr));",120,1,"            p_remote->port = ntohs(addr.sin_port);

            strcpy((char *)p_remote->addr, inet_ntoa(addr.sin_addr));
        }

"
3530,2021\haas-mini-program\components\das\src\service\service_fscan.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\das\src\service\service_fscan.c,"strcpy(scan_paths[scan_paths_cnt], path);",120,1,"        scan_paths[scan_paths_cnt] = malloc(sizeof(char) * (len + 1));
        if (scan_paths[scan_paths_cnt]) {
            strcpy(scan_paths[scan_paths_cnt], path);
            scan_paths[scan_paths_cnt][len] = '\0';
            scan_paths_cnt++;
"
3531,2021\haas-mini-program\components\das\src\service\service_fscan.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\das\src\service\service_fscan.c,"strcpy(path_tmp, path);",120,1,"        char path_tmp[PATH_MAX] = {0};

        strcpy(path_tmp, path);
        if (path[strlen(path) -1] != '/') {
            strcat(path_tmp, ""/"");
"
4327,2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,"strcpy((char *)output, ""\""\"""");",120,1,"            return false;
        }
        strcpy((char *)output, ""\""\"""");

        return true;
"
4330,2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,"strcpy((char *)output, ""null"");",120,1,"                return false;
            }
            strcpy((char *)output, ""null"");
            return true;

"
4331,2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,"strcpy((char *)output, ""false"");",120,1,"                return false;
            }
            strcpy((char *)output, ""false"");
            return true;

"
4332,2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\linkkit\infra\infra_cjson.c,"strcpy((char *)output, ""true"");",120,1,"                return false;
            }
            strcpy((char *)output, ""true"");
            return true;

"
4507,2021\haas-mini-program\components\ota\hal\ota_hal_fs_plat.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\ota\hal\ota_hal_fs_plat.c,"strcpy(version, ""0.0.0"");",120,1,"        if(fptr == NULL) {
            OTA_LOG_I(""can't find app.json file\r\n"");
            strcpy(version, ""0.0.0"");//app.json is null default ver = 0.0.0
        }
        else {
"
4542,2021\haas-mini-program\components\ota\ota_agent\tools\upack_data_file.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\components\ota\ota_agent\tools\upack_data_file.c,"strcpy(tmp_file_name, upack_path);",120,1,"       memset(&file_info, 0x00, sizeof(data_file_infor_t));
       upack_path_len = strlen(upack_path);
       strcpy(tmp_file_name, upack_path);
       if(tmp_file_name[upack_path_len] != '/') {
          tmp_file_name[upack_path_len++] = '/'; 
"
4606,2021\haas-mini-program\engine\duktape_engine\be.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\engine\duktape_engine\be.c,"strcpy(base, parent);",120,1,"        snprintf(base, sizeof(base), ""%s/%s"", node_modules_path, module_id);
    } else {
        strcpy(base, parent);
        char *last_slash = strrchr(base, '/');
        if (last_slash) last_slash[0] = '\0';
"
4609,2021\haas-mini-program\engine\duktape_engine\be.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\engine\duktape_engine\be.c,"strcpy(resolved_path, base);",120,1,"    amp_debug(MOD_STR, ""base: %s, ret: %d\n"", base, ret);
    if (!ret && amp_fs_type(sb.st_mode)) {
        strcpy(resolved_path, base);
        return resolved_path;
    }
"
4651,2021\haas-mini-program\engine\duktape_engine\addons\network\udp\module_udp.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\engine\duktape_engine\addons\network\udp\module_udp.c,"strcpy(p->src_ip, addr_info.addr);",120,1,"    while(1) {
        p->recv_len = amp_udp_recvfrom(sock_id, &addr_info, p->buf, sizeof(p->buf), MAX_UDP_RECV_TIMEOUT);
        strcpy(p->src_ip, addr_info.addr);
        p->src_port  = addr_info.port;
        p->js_cb_ref = recv_param->js_cb_ref;
"
4653,2021\haas-mini-program\engine\duktape_engine\addons\utils\builtin\module_builtin.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\engine\duktape_engine\addons\utils\builtin\module_builtin.c,"strcpy(json_data + strlen(GLOBAL_APPCONFIG_STRING_1) + len, GLOBAL_APPCONFIG_STRING_2);",120,1,"    strncpy(json_data, GLOBAL_APPCONFIG_STRING_1, global_config_len);
    amp_fread(json_data + strlen(GLOBAL_APPCONFIG_STRING_1), 1, len, json_fd);
    strcpy(json_data + strlen(GLOBAL_APPCONFIG_STRING_1) + len, GLOBAL_APPCONFIG_STRING_2);

    if (duk_peval_string(ctx, json_data) != DUK_EXEC_SUCCESS) {
"
4888,2021\haas-mini-program\engine\lite_engine\core\be_executor.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\engine\lite_engine\core\be_executor.c,"strcpy(objectName, vm.lex->token);",120,1,"            } else if (vm.lex->tk == '.') {
#ifndef BE_JSE_SILENT
                strcpy(objectName, vm.lex->token);
#endif
                LEXER_MATCH('.');
"
4917,2021\haas-mini-program\services\app_mgr\app_mgr.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\services\app_mgr\app_mgr.c,"strcpy(url, ""http:",120,1,"    char *host_addr     = NULL;
    char *url = amp_malloc(256);
    strcpy(url, ""http://appengine.oss-cn-hangzhou.aliyuncs.com/a1WGzkI1GJR.engine_001/1582118016285.bin"");
   
    amp_warn(MOD_STR, ""url = %s"", url);
"
5211,2021\HFU-TFunIoT-SoSe21\testing\playground\src\main.cpp,Dataset Download,../../Dataset Download/2021\HFU-TFunIoT-SoSe21\testing\playground\src\main.cpp,"strcpy(current_db, filename);",120,1,"    {
        Serial.printf(""Opened database successfully\n"");
        strcpy(current_db, filename);
    }
    return rc;
"
5377,2021\iot2020-2021\sekkyone\main.c,Dataset Download,../../Dataset Download/2021\iot2020-2021\sekkyone\main.c,"strcpy(topics[0], MQTT_TOPIC_IN);",120,1,"    unsigned flags = EMCUTE_QOS_0;
    subscriptions[0].cb = on_pub;
    strcpy(topics[0], MQTT_TOPIC_IN);
    subscriptions[0].topic.name = MQTT_TOPIC_IN;

"
5378,2021\iot2020-2021\sekkyone\main.c,Dataset Download,../../Dataset Download/2021\iot2020-2021\sekkyone\main.c,"strcpy(sensors.temp, temp_s);",120,1,"        }

        strcpy(sensors.temp, temp_s);
        strcpy(sensors.hum, hum_s);
        sensors.sample_flame = sample;
"
5379,2021\iot2020-2021\sekkyone\main.c,Dataset Download,../../Dataset Download/2021\iot2020-2021\sekkyone\main.c,"strcpy(sensors.hum, hum_s);",120,1,"
        strcpy(sensors.temp, temp_s);
        strcpy(sensors.hum, hum_s);
        sensors.sample_flame = sample;
        sensors.level_flame = flame;
"
5390,2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,Dataset Download,../../Dataset Download/2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,"strcpy(pass[0], ""ABCDEFFF"");",120,1,"    for (int i = 0; i < 100; i++)
        pass[i] = (char *) calloc(sizeof(char), 9);
    strcpy(pass[0], ""ABCDEFFF""); // pass[0] = ""ABCDEFFF""
    strcpy(pass[1], ""DEADDEAD"");
    strcpy(pass[2], ""87654321"");
"
5391,2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,Dataset Download,../../Dataset Download/2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,"strcpy(pass[1], ""DEADDEAD"");",120,1,"        pass[i] = (char *) calloc(sizeof(char), 9);
    strcpy(pass[0], ""ABCDEFFF""); // pass[0] = ""ABCDEFFF""
    strcpy(pass[1], ""DEADDEAD"");
    strcpy(pass[2], ""87654321"");
    int idx = 3;
"
5392,2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,Dataset Download,../../Dataset Download/2021\IOTProject\Maintain\doorAccess\doorAccessRef.c,"strcpy(pass[2], ""87654321"");",120,1,"    strcpy(pass[0], ""ABCDEFFF""); // pass[0] = ""ABCDEFFF""
    strcpy(pass[1], ""DEADDEAD"");
    strcpy(pass[2], ""87654321"");
    int idx = 3;
 
"
6531,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\ElementProxy.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\ElementProxy.cpp,"strcpy(s, ""!!!!!"");",120,1,"    char s[] = ""world"";
    ep.add(s);
    strcpy(s, ""!!!!!"");

    REQUIRE(doc.as<std::string>() == ""[[\""world\""]]"");
"
6532,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\ElementProxy.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\ElementProxy.cpp,"strcpy(vla, ""b"");",120,1,"    int i = 4;
    char vla[i];
    strcpy(vla, ""b"");
    ep.remove(vla);

"
6548,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonVariant\set.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonVariant\set.cpp,"strcpy(str, ""hello"");",120,1,"    char str[16];

    strcpy(str, ""hello"");
    bool result = variant.set(static_cast<const char *>(str));
    strcpy(str, ""world"");
"
6549,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonVariant\set.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonVariant\set.cpp,"strcpy(str, ""world"");",120,1,"    strcpy(str, ""hello"");
    bool result = variant.set(static_cast<const char *>(str));
    strcpy(str, ""world"");

    REQUIRE(result == true);
"
6564,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\MsgPackDeserializer\filter.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\MsgPackDeserializer\filter.cpp,"strcpy(vla, ""{}"");",120,1,"    int i = 4;
    char vla[i];
    strcpy(vla, ""{}"");
    deserializeMsgPack(doc, vla, Filter(filter));
  }
"
6602,2021\qemu-arm-testsuite\k8s\pods\emu_device\code\message_definitions.h,Dataset Download,../../Dataset Download/2021\qemu-arm-testsuite\k8s\pods\emu_device\code\message_definitions.h,"strcpy(broken_motor.payload, ""please replace the motor"");",120,1,"
broken_motor.id = 0;
strcpy(broken_motor.payload, ""please replace the motor"");


"
6605,2021\riotos-apps\tft_mqtts\main.c,Dataset Download,../../Dataset Download/2021\riotos-apps\tft_mqtts\main.c,"strcpy(topics[0], MQTT_TOPIC);",120,1,"    unsigned flags = EMCUTE_QOS_0;
    subscriptions[0].cb = on_pub;
    strcpy(topics[0], MQTT_TOPIC);
    subscriptions[0].topic.name = MQTT_TOPIC;

"
6609,2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"strcpy(filename,prefix);",120,1,"	char *filename;
	filename = malloc(strlen(prefix)+strlen(c)+1);
	strcpy(filename,prefix);
	strcat(filename, c);
	if (rename(c,filename) == 0){
"
6611,2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"strcpy(wallet[walletSize++],filename);",120,1,"	//struct CoinChain *cl;
	//c = malloc(sizeof(coin));
	strcpy(wallet[walletSize++],filename);
	free(filename); // CHECK
}
"
6614,2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"strcpy(outputFilename,COIN_DIR);",120,1,"	}
	outputFilename = malloc(1+strlen(COIN_DIR)+length/2);
	strcpy(outputFilename,COIN_DIR);
	strcat(outputFilename,filename);
	writeFile(outputFilename, buffer, length);
"
6625,2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"strcpy(source,prefix);",120,1,"				newLength = strlen(&argv[1][2])+strlen(prefix)+1;
				source = calloc(1,newLength);
				strcpy(source,prefix);
				strcat(source,&argv[1][2]);
				COLLECTOR_INTERFACE = source;
"
6647,2021\stm32-rtc-scheduler\lib\FreeRTOS\tasks.c,Dataset Download,../../Dataset Download/2021\stm32-rtc-scheduler\lib\FreeRTOS\tasks.c,"strcpy( pcBuffer, pcTaskName );",120,1,"
		/* Start by copying the entire string. */
		strcpy( pcBuffer, pcTaskName );

		/* Pad the end of the string with spaces to ensure columns line up when
"
6675,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_elp_1plug\src\tuya_dp_upload.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_elp_1plug\src\tuya_dp_upload.c,"strcpy(obj_dp->value.dp_str, dp_str);",120,1,"            return;
        }
        strcpy(obj_dp->value.dp_str, dp_str);
    }else{
        obj_dp->value.dp_str = NULL;
"
6698,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy(hsv_temp, str_temp);",120,1,"
    tuya_num_to_str(4, h_temp, 5, str_temp);
    strcpy(hsv_temp, str_temp);

    tuya_num_to_str(4, s_temp, 5, str_temp);
"
6701,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy((CHAR_T*)&sg_light_ctrl_data.color_origin.color_str, hsv_temp);",120,1,"    tuya_num_to_str(4, v_temp, 5, str_temp);
    strcat(hsv_temp, str_temp);
    strcpy((CHAR_T*)&sg_light_ctrl_data.color_origin.color_str, hsv_temp);

    PR_DEBUG(""default color origin string %s"", sg_light_ctrl_data.color_origin.color_str);
"
6711,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy((CHAR_T*)&sg_light_ctrl_data.color_origin.color_str, (CHAR_T*)&app_data.color_origin.color_str);",120,1,"        sg_light_ctrl_data.color_origin.sat = app_data.color_origin.sat;
        sg_light_ctrl_data.color_origin.value = app_data.color_origin.value;
        strcpy((CHAR_T*)&sg_light_ctrl_data.color_origin.color_str, (CHAR_T*)&app_data.color_origin.color_str);
        memcpy(&sg_light_ctrl_data.scene, &app_data.scene, SIZEOF(app_data.scene));
        sg_light_ctrl_data.scene_first_set = TRUE;
"
6717,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy(last_scene_data, (CHAR_T *)&sg_light_ctrl_data.scene);",120,1,"    CHAR_T last_scene_data[SCENE_MAX_LENGTH + 1] = {0};

    strcpy(last_scene_data, (CHAR_T *)&sg_light_ctrl_data.scene);

    if ((strlen(scene_data) < SCENE_MIN_LENGTH) || (strlen(scene_data) > SCENE_MAX_LENGTH)) {
"
6718,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy((CHAR_T*)&sg_light_ctrl_data.scene, scene_data);",120,1,"    }

    strcpy((CHAR_T*)&sg_light_ctrl_data.scene, scene_data);
    PR_DEBUG(""light ctrl scene buf %s"", sg_light_ctrl_data.scene);

"
6720,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy(scene_data, (CHAR_T*)&sg_light_ctrl_data.scene);",120,1,"    PR_DEBUG(""str len %d"", strlen(sg_light_ctrl_data.scene));

    strcpy(scene_data, (CHAR_T*)&sg_light_ctrl_data.scene);

    return LIGHT_OK;
"
6734,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy((CHAR_T*)&sg_light_ctrl_data.realtime_data, realtime_data);",120,1,"    }

    strcpy((CHAR_T*)&sg_light_ctrl_data.realtime_data, realtime_data);

    PR_DEBUG(""light real time adjust ctrl data buf %s"", sg_light_ctrl_data.realtime_data);
"
6740,2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_app\light_control.c,"strcpy((CHAR_T*)&save_data.color_origin.color_str, (CHAR_T*)&sg_light_ctrl_data.color_origin.color_str);",120,1,"    save_data.color_origin.sat = sg_light_ctrl_data.color_origin.sat;
    save_data.color_origin.value  = sg_light_ctrl_data.color_origin.value;
    strcpy((CHAR_T*)&save_data.color_origin.color_str, (CHAR_T*)&sg_light_ctrl_data.color_origin.color_str);
    memcpy(&save_data.scene, &sg_light_ctrl_data.scene, SIZEOF(sg_light_ctrl_data.scene));

"
